id,original_title,cast,director,tagline,keywords,overview,genres,production_companies
138376,A Dark Truth,Andy GarcÃ­a|Kim Coates|Deborah Kara Unger|Eva Longoria|Forest Whitaker,Damian Lee,Escape the jungle. Expose the truth.,corruption|water purification|epiphany|ecuador|natural resources,"In the jungles of Ecuador, blood taints the waters. A multinational conglomerate's unholy alliance with a bloodthirsty military regime has resulted in a massacre. Only the rebel Francisco Franco and his determined wife Mia can prove the truth. To settle a personal debt, former CIA agent Jack Begosian takes on the freelance assignment to rescue Francisco and risks everything in a brutal battle to expose the cover-up.",Action|Thriller,Vortex Words Pictures
86703,2-Headed Shark Attack,Carmen Electra|Charlie O'Connell|Brooke Hogan|Gerald Webb|David Gallegos,Christopher Ray,"1 Body, 2 Heads and 6,000 Teeth",monster|shark|animal attack,"A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.",Horror|Action|Thriller|Science Fiction,The Asylum
138038,Girl vs. Monster,Olivia Holt|Brendan Meyer|Kerris Dorsey|Katherine McNamara|Tracy Dawson,Stuart Gillard,Face Your Fears,monster|halloween|teen movie|teenager|fighting supernatural,Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,Comedy|Family|Science Fiction,"Bad Angels Productions, Ltd."
121873,Hannah Arendt,Barbara Sukowa|Axel Milberg|Janet McTeer|Julia Jentsch|Nicholas Woodeson,Margarethe von Trotta,Her ideas changed the world,holocaust|jew|nazis|jerusalem|magazine,"Hannah Arendt is a portrait of the genius that shook the world with her discovery of â€œthe banality of evil.â€ After she attends the Nazi Adolf Eichmannâ€™s trial in Jerusalem, Arendt dares to write about the Holocaust in terms no one has ever heard before. Her work instantly provokes a furious scandal, and Arendt stands strong as she is attacked by friends and foes alike. But as the German-Jewish Ã©migrÃ© also struggles to suppress her own painful associations with the past, the film exposes her beguiling blend of arrogance and vulnerability â€” revealing a soul defined and derailed by exile.",Drama,MACT Productions|Heimatfilm GbR|Les Productions de l'Amour Fou
71679,Resident Evil: Retribution,Milla Jovovich|Sienna Guillory|Michelle Rodriguez|Aryana Engineer|Li Bingbing,Paul W.S. Anderson,The Ultimate Battle Begins,mutant|dystopia|sequel|conspiracy|tokyo japan,"The Umbrella Corporationâ€™s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human raceâ€™s last and only hope, Alice, awakens in the heart of Umbrellaâ€™s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",Action|Horror|Science Fiction,Davis-Films
119685,Mass Effect: Paragon Lost,Laura Bailey|Bruce Carey|Justin Cook|Jason Douglas,Atsushi Takeuchi,Another chapter in the Mass Effect franchise,alien|animation|science fiction,"An untold chapter in the Mass Effect saga, following the early career of Alliance Marine, James Vega, as he leads a squad of elite special forces into battle against a mysterious alien threat known as The Collectors. Stationed at a colony in a remote star system, Vega and his troops must protect the inhabitants from an invasion of the deadly insectoid warriors determined to collect the population for unknown purposes. Soon after the attack, Vega's commanding officer falls in battle, forcing the young officer to embrace the responsibility of leadership for the colony's survival. Having idolized Earth's greatest hero and warrior, Commander Shepard (the central character in the Mass Effect video games), the young and idealistic Vega must now make life and the death decisions that will effect not only the lives of his squad, but the lives of every person in the colony - all of whom he has sworn to protect...",Animation|Action|Science Fiction,FUNimation Entertainment|EA International|Bioware
46429,Gallowwalkers,Wesley Snipes|Riley Smith|Tanit Phoenix|Simona Brhlikova|Steven Elder,Andrew Goth,Live by the gun. Die by the gun. Come back for more.,nun|hair|zombies|skin|gunman,"When a nun broke her covenant with God to save the life of Aman, her unborn son, he was cursed for life. As an adult, Aman (Snipes) has killed those who have crossed him. But his curse brings his victims back to life, and as the undead, they pursue him endlessly for revenge. Forever suffering this curse, Aman enlists Fabulos (Smith), a young gunman, to fight by his side against his undead victims.",Action|Horror|Western,Boundless Pictures
126277,American Mary,Katharine Isabelle|Julia Maxwell|Antonio Cupo|Tristan Risk|Paula Lindberg,Jen Soska|Sylvia Soska,Appearances are everything,amputation|plastic surgery|gore|student|torture,A young med student struggling with her tuition fees is drawn into the shady world of underground body modification.,Horror|Thriller,Evolution Pictures|Twisted Twins Productions|430 Productions|IndustryWorks Pictures
76589,Justice League: Doom,Nathan Fillion|Olivia d'Abo|Claudia Black|Michael Rosenbaum|Tim Daly,Lauren Montgomery,The end of justice.,dc comics|superhero team|super powers|woman director,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",Action|Animation|Thriller,DC Comics|Warner Bros. Animation
109843,Ill Manors,Riz Ahmed|Ed Skrein|Natalie Press|Anouska Mond|Lee Allen,Ben Drew,We are all products of our environment ...some environments are just harder to survive in,gang|united kingdom,"Ensemble film revolving around characters living in Forest Gate, London. Over the course of a few days, six inter-linking stories explore issues of drug use, prostitution and urban poverty.",Crime|Drama,BBC Films|Gunslinger|Film London|Microwave Film|Aimimage Productions
98369,Blue Like Jazz,Marshall Allman|Claire Holt|Tania Raymonde|Justin Welborn|Eric Lange,Steve Taylor,Everybody belongs somewhere,book store,A young man must find his own way as his Southern Baptist roots don't seem to be acceptable at his new liberal arts college.,Drama|Comedy,Ruckus Films
84342,Something from Nothing: The Art of Rap,Ice-T|Dr. Dre|Ice Cube|Snoop Dogg|Eminem,Ice-T|Andy Baybutt,Hip Hop didn't invent anything. Hip Hop reinvented everything,rap|rap music,"SOMETHING FROM NOTHING: THE ART OF RAP is a feature length performance documentary about the runaway juggernaut that is Rap music. At the wheel of this unstoppable beast is the film's director and interviewer Ice-T. Taking us on a deeply personal journey Ice-T uncovers how this music of the street has grown to dominate the world. Along the way Ice-T meets a whole spectrum of Hip-Hop talent, from founders, to new faces, to the global superstars like Eminem, Dr Dre, Snoop Dogg and Kanye West. He exposes the roots and history of Rap and then, through meeting many of its most famous protagonists, studies the living mechanism of the music to reveal 'The Art Of Rap'. This extraordinary film features unique performances from the entire cast, without resorting to archive material, to build a fresh and surprising take on the phenomenon that is Rap.",Documentary,Vivendi Entertainment
136793,Dino Time,Rob Schneider|Melanie Griffith|William Baldwin|Jane Lynch|Pamela Adlon,Yoon-suk Choi|John Kafka,"3 kids accidentally travel 65 million years into the past, are taken in by a dinosaur and must receive a missing piece of their time machine to get home.",time travel|dinosaur,"When a daredevil kid named Ernie, his sister Julia, and his best friend Max are horsing around in Max's inventor father's workshop, they accidentally trip a time-machine into operation and find themselves transported back in time 65 million years, where they meet a T-Rex named Tyra and her rambunctious dinosaur son Dodger. The unlikely group find themselves on an amazing adventure exploring the lush prehistoric jungle, despite Tyra's evil dinosaur rivals conspiring against them - while, back in the present day, Max's dad and Ernie and Julia's overprotective mom plot their rescue.",Animation|Adventure|Comedy|Family,Myriad Pictures|CJ Entertainment|Toiion
72890,Girl Most Likely,Kristen Wiig|Annette Bening|Matt Dillon|Darren Criss|Christopher Fitzgerald,Shari Springer Berman|Robert Pulcini,She has a lot to live up to. And a few things to live down.,woman director,"A failed New York playwright stages a suicide in an attempt to win back her ex, only to wind up in the custody of her gambling-addict mother.",Comedy,10th Hole Productions|Anonymous Content|Ambush Entertainment|Maven Pictures|Foggy Bottom Pictures
72334,Chimpanzee,Tim Allen,Alastair Fothergill|Mark Linfield,"For Oscar, every day is an adventure",wilderness|wildlife|animal in title|one word title|wild animal,A nature documentary centered on a family of chimps living in the Ivory Coast and Ugandan rain forests.,Documentary,Disneynature
84333,Save the Date,Lizzy Caplan|Alison Brie|Martin Starr|Mark Webber|Geoffrey Arend,Michael Mohan,Sometimes you have to break a heart to be true to your own.,ex-boyfriend|ex-girlfriend|girlfriend|sister|wedding,"After breaking up with her boyfriend, a bookstore manager resists a seemingly perfect guy's attempts to woo her.",Drama|Romance|Comedy,Instinctive Film|Gilbert Films|Enumerated Pictures
92000,Columbus Circle,Selma Blair|Jason Lee|Amy Smart|Giovanni Ribisi|Kevin Pollak,George Gallo,An apartment to die for.,crime,An heiress who's been shut inside her apartment building for nearly two decades is forced to confront her fears after one of her neighbors is killed and a detective arrives to begin the investigation.,Crime|Drama|Mystery|Thriller,Blue Star Pictures|Oxymoron Entertainment|G4 Pictures
82485,Transit,Diora Baird|James Frain|Harold Perrineau|Elisabeth RÃ¶hm|Sterling Knight,Antonio Negret,This is not a perfect getaway.,car chase,A family on a road trip is stalked by criminals who stashed stolen money in their car.,Drama|Action|Thriller|Crime,Dark Castle Entertainment|After Dark Films|Autonomous Films|Signature Entertainment|Bettis Productions Limited
89237,Electrick Children,Julia Garner|Rory Culkin|Liam Aiken|Bill Sage|Cynthia Watros,Rebecca Thomas,Pregnant by music?,woman director,"Electrick Children tells the story of Rachel, a rambunctious girl from a polygamist colony in southern Utah. On Rachelâ€™s 15th birthday, she finds a forbidden cassette tape. Having never seen anything like it before, Rachel plays the cassette tape, and finds glorious rock &amp; roll thereupon. Weeks later, Rachel realizes a miracle has occurred- and the cassette tape must have something to do with it. She leaves her family and runs away to the closest city: Las Vegas. There she searches for the singer of the band on the cassette tape. She has a wild adventure and ultimately discovers who she really is: an ELECTRICK CHILD.",Drama,Live Wire Films
84204,Grabbers,Richard Coyle|Ruth Bradley|Russell Tovey|Bronagh Gallagher|David Pearse,Jon Wright,"For the locals on Erin Island, it's last orders.",monster|ireland|drunk|beheaded,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Irelandâ€™s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, itâ€™s up to two mismatched cops â€“ an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland â€“ to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creaturesâ€™ onslaught, everyone will have to get very, very drunk!",Science Fiction|Comedy|Thriller|Horror,Irish Film Board|Samson Films|Forward Films|High Treason Productions|Nvizible
